,ROUTEID,FROMMEASURE,TOMEASURE,XCOORD,YCOORD,ADDTOGIS,ARMSTYLE_DESC,ASSETSTATUS_DESC,ASSETTYPE,FACILITYID,LIGHTTYPE_DESC,POLEHEIGHT_DESC,STREETLIGHTID,WATTAGE1,MAXTEMP,HUMIDITY,WINDSPEED,date_timestamp,day,month,year
22217,14058432A,0,36.288,400536,137256,2007/04/29 00:00:00+00,Simple Pendant,Active,1,62036,HPS-High Pressure Sodium,30 ft,62036,250,12.270246,80.82639,8.669949,2007-04-29 00:00:00+00:00,29,4,2007
22218,14058432,454.9014,489.434,399957,137063,2007/04/25 00:00:00+00,Simple Pendant,Active,1,61440,HPS-High Pressure Sodium,30 ft,61440,400,12.340245,79.099785,8.209263,2007-04-25 00:00:00+00:00,25,4,2007
22219,14039152A,0,179.5582,399994,137526,2007/04/26 00:00:00+00,Simple Pendant,Active,1,61568,HPS-High Pressure Sodium,30 ft,61568,400,11.840245,80.655174,7.072878,2007-04-26 00:00:00+00:00,26,4,2007
22220,13081512,633.783118,773.0014848,400037,136453,2007/04/26 00:00:00+00,Simple Pendant,Active,1,61603,HPS-High Pressure Sodium,30 ft,61603,400,11.550245,81.8313,7.342588,2007-04-26 00:00:00+00:00,26,4,2007
22221,14058432,489.434,567.75,399941,137537,2007/04/26 00:00:00+00,Simple Pendant,Active,1,61566,HPS-High Pressure Sodium,30 ft,61566,400,11.260245,81.17936,8.049845,2007-04-26 00:00:00+00:00,26,4,2007
22222,13000602,2338.307078,2378.744147,399710,137116,2007/04/25 00:00:00+00,Simple Pendant,Active,1,61383,HPS-High Pressure Sodium,30 ft,61383,250,10.990245,81.0855,8.473393,2007-04-25 00:00:00+00:00,25,4,2007
22223,13013192,405.0722419,441.1917871,400534,137325,2007/04/29 00:00:00+00,Simple Pendant,Active,1,62030,HPS-High Pressure Sodium,30 ft,62030,400,10.350245,83.594604,8.311245,2007-04-29 00:00:00+00:00,29,4,2007
22224,14033152,0,118.4502113,400730,137230,2007/04/29 00:00:00+00,Simple Pendant,Active,1,62088,HPS-High Pressure Sodium,30 ft,62088,400,10.090245,84.19529,7.289444,2007-04-29 00:00:00+00:00,29,4,2007
22225,15081252,7259.942175,7374.105542,399201,137906,2007/05/18 00:00:00+00,Simple Pendant,Active,1,56904,HPS-High Pressure Sodium,30 ft,56904,400,10.400246,81.953384,7.729527,2007-05-18 00:00:00+00:00,18,5,2007
22226,13033152,0,46.03182066,398689,138090,2007/05/22 00:00:00+00,Simple Pendant,Active,1,57306,HPS-High Pressure Sodium,30 ft,57306,400,12.050245,76.76955,8.217153,2007-05-22 00:00:00+00:00,22,5,2007
22227,13033152,79.87513722,117.3893299,402892,139980,2007/05/10 00:00:00+00,Wood pole Truss,Active,1,57961DC,HPS-High Pressure Sodium,35 ft,57961DC,100,14.290245,71.770386,7.9036193,2007-05-10 00:00:00+00:00,10,5,2007
22228,13033152,46.03182066,79.87513722,402101,139460,2007/06/07 00:00:00+00,WP Arm with Guy,Active,1,58303DC,HPS-High Pressure Sodium,35 ft,58303DC,100,16.000246,66.294365,7.8954163,2007-06-07 00:00:00+00:00,7,6,2007
22231,13000102,3014.699576,3120.308892,400594,139842,2007/05/10 00:00:00+00,WP Arm with Guy,Active,1,56569DC,HPS-High Pressure Sodium,35 ft,56569DC,250,16.960245,62.390167,7.289445,2007-05-10 00:00:00+00:00,10,5,2007
22232,14033152,455.9126795,571.6446,400254,139899,2007/05/08 00:00:00+00,Regular Alley,Active,2,56282DC,HPS-High Pressure Sodium,35 ft,56282DC,70,15.360246,70.775986,6.638072,2007-05-08 00:00:00+00:00,8,5,2007
22233,14059452,962.0762239,1009.449647,399702,139002,2007/05/09 00:00:00+00,Simple Pendant,Active,1,56343,HPS-High Pressure Sodium,30 ft,56343,400,12.270246,83.10137,7.5942082,2007-05-09 00:00:00+00:00,9,5,2007
22235,14058432,567.75,671.555,398677,138188,2007/05/22 00:00:00+00,Simple Pendant,Active,1,57304,HPS-High Pressure Sodium,30 ft,57304,250,10.410245,89.87482,7.9036193,2007-05-22 00:00:00+00:00,22,5,2007
22236,14040062,0,138.465,398939,138313,2007/05/19 00:00:00+00,Simple Pendant,Active,1,57125,HPS-High Pressure Sodium,30 ft,57125,400,9.650246,92.422905,7.5942082,2007-05-19 00:00:00+00:00,19,5,2007
22237,14077392A,0,87.65435797,399342,138642,2007/05/24 00:00:00+00,Truss,Active,1,59749,HPS-High Pressure Sodium,30 ft,59749,400,9.340245,92.97205,7.289445,2007-05-24 00:00:00+00:00,24,5,2007
22238,14077392,0,65.5827,401551,139621,2007/06/12 00:00:00+00,WP Arm with Guy,Active,1,58534DC,HPS-High Pressure Sodium,35 ft,58534DC,150,9.030245,92.82547,6.489992,2007-06-12 00:00:00+00:00,12,6,2007
22239,14051652,259.5758758,355.2961355,401624,139621,2007/06/12 00:00:00+00,WP Arm with Guy,Active,1,58532DC,HPS-High Pressure Sodium,35 ft,58532DC,150,8.890245,89.49869,7.729527,2007-06-12 00:00:00+00:00,12,6,2007
22240,13013192,441.1917871,472.1557909,401651,139621,2007/06/12 00:00:00+00,WP Arm with Guy,Active,1,58531DC,HPS-High Pressure Sodium,35 ft,58531DC,150,8.570246,89.16199,8.699793,2007-06-12 00:00:00+00:00,12,6,2007
22241,13033152,154.3568,262.9022955,401744,139621,2007/06/12 00:00:00+00,WP Arm with Guy,Active,1,58528DC,HPS-High Pressure Sodium,35 ft,58528DC,150,8.490246,87.68721,8.373386,2007-06-12 00:00:00+00:00,12,6,2007
22242,13000602,2378.744147,2414.470797,401767,139621,2007/06/12 00:00:00+00,WP Arm with Guy,Active,1,58527DC,HPS-High Pressure Sodium,35 ft,58527DC,150,8.340245,88.3425,8.0899935,2007-06-12 00:00:00+00:00,12,6,2007
22243,14015662,159.2756146,227.6185799,399894,140437,2007/07/17 00:00:00+00,WP Arm with Guy,Active,1,53955DC,HPS-High Pressure Sodium,35 ft,53955DC,400,7.8402452,88.970924,7.5942082,2007-07-17 00:00:00+00:00,17,7,2007
22244,14039152,0,54.5983,398511,140150,2007/07/17 00:00:00+00,Simple Pendant,Active,1,53301,HPS-High Pressure Sodium,30 ft,53301,400,7.8202453,88.475746,7.5685663,2007-07-17 00:00:00+00:00,17,7,2007
22245,14059452,1009.449647,1052.126252,400857,139953,2007/07/17 00:00:00+00,Regular Alley,Active,2,54748DC,HPS-High Pressure Sodium,35 ft,54748DC,70,7.7602453,87.307465,7.8954163,2007-07-17 00:00:00+00:00,17,7,2007
22246,13000302,2386.996138,2441.847704,399406,138869,2007/05/09 00:00:00+00,Simple Pendant,Active,1,56367,HPS-High Pressure Sodium,30 ft,56367,400,7.5102453,86.55244,7.5685663,2007-05-09 00:00:00+00:00,9,5,2007
22247,13016772,0,130.1628744,401340,136544,2007/04/22 00:00:00+00,Simple Pendant,Active,1,62887,HPS-High Pressure Sodium,30 ft,62887,400,7.4702454,86.42705,6.6185193,2007-04-22 00:00:00+00:00,22,4,2007
22248,13013192,472.1557909,512.9397448,400430,135518,2007/05/03 00:00:00+00,Truss,Active,1,64891,HPS-High Pressure Sodium,30 ft,64891,400,7.420245,85.99921,5.6920996,2007-05-03 00:00:00+00:00,3,5,2007
22249,13000602,2414.470797,2451.485355,401507,135285,2007/04/24 00:00:00+00,Simple Pendant,Active,1,63993,HPS-High Pressure Sodium,30 ft,63993,250,7.540245,85.1748,6.439876,2007-04-24 00:00:00+00:00,24,4,2007
22250,14058432,671.555,745.097,401879,135362,2007/04/23 00:00:00+00,Simple Pendant,Active,1,63847,HPS-High Pressure Sodium,30 ft,63847,400,9.110246,80.14096,7.072878,2007-04-23 00:00:00+00:00,23,4,2007
22251,13068342,0,15.1037849,401251,135041,2007/04/25 00:00:00+00,Simple Pendant,Active,1,64128,HPS-High Pressure Sodium,30 ft,64128,250,11.150246,75.46466,5.6920996,2007-04-25 00:00:00+00:00,25,4,2007
22252,15048451,2089.94654,2370.112571,401334,134753,2007/04/30 00:00:00+00,Simple Pendant,Active,1,64370,HPS-High Pressure Sodium,30 ft,64370,400,12.700245,70.4381,5.95906,2007-04-30 00:00:00+00:00,30,4,2007
22253,36005312,0,262.8235,400857,135147,2007/04/30 00:00:00+00,Simple Pendant,Active,1,64441,HPS-High Pressure Sodium,30 ft,64441,400,14.210245,62.851913,6.28713,2007-04-30 00:00:00+00:00,30,4,2007
22254,13081512,578.7192471,633.783118,400375,135591,2007/05/03 00:00:00+00,Regular Alley,Active,2,64817,INC-Incandescent,28 ft,64817,189,14.500245,58.403896,11.246759,2007-05-03 00:00:00+00:00,3,5,2007
22255,14036982,91.40859247,502.1796864,400070,135704,2007/05/08 00:00:00+00,Regular Alley,Active,2,64951DC,INC-Incandescent,35 ft,64951DC,189,13.990245,58.558014,13.53236,2007-05-08 00:00:00+00:00,8,5,2007
22256,14059452,1052.126252,1103.944722,401828,135164,2007/04/24 00:00:00+00,Simple Pendant,Active,1,63914,HPS-High Pressure Sodium,30 ft,63914,250,12.970245,69.05593,13.684735,2007-04-24 00:00:00+00:00,24,4,2007
22257,13013192,512.9397448,548.9118586,402606,138833,2007/07/19 00:00:00+00,Simple Pendant,Active,1,5A037,LED-Light Emitting Diode,40 ft,5A037,215,12.430245,75.07104,10.630672,2007-07-19 00:00:00+00:00,19,7,2007
22258,14036982,61.64277933,91.40859247,404193,139069,2007/07/18 00:00:00+00,Truss,Active,1,58758,LED-Light Emitting Diode,40 ft,58758,215,12.130245,79.824265,7.928177,2007-07-18 00:00:00+00:00,18,7,2007
22259,14039322,0,45.04421565,402318,138831,2007/07/18 00:00:00+00,Simple Pendant,Active,1,58767,HPS-High Pressure Sodium,30 ft,58767,400,11.470245,84.47819,8.435069,2007-07-18 00:00:00+00:00,18,7,2007
22260,14036982,48.95363171,61.64277933,400012,141435,2007/07/17 00:00:00+00,Simple Pendant,Active,1,54036,HPS-High Pressure Sodium,30 ft,54036,400,10.900246,86.68134,7.2,2007-07-17 00:00:00+00:00,17,7,2007
22262,13036982,113.8269,232.4855,400093,139781,2007/05/09 00:00:00+00,Regular Alley,Active,2,56421DC,HPS-High Pressure Sodium,35 ft,56421DC,70,9.730246,91.8632,5.95906,2007-05-09 00:00:00+00:00,9,5,2007
22263,13000602,2451.4857,2463.988888,400579,139621,2007/05/10 00:00:00+00,WP Arm with Guy,Active,1,56582DC,HPS-High Pressure Sodium,35 ft,56582DC,100,9.120245,92.450905,4.5820518,2007-05-10 00:00:00+00:00,10,5,2007
22264,14036982,0,48.95363171,399901,139443,2020/04/06 00:00:00+00,Regular Alley,Active,2,5A575DC,HPS-High Pressure Sodium,35 ft,5A575DC,70,8.640245,93.055626,4.8433046,2020-04-06 00:00:00+00:00,6,4,2020
22270,14044112A,0,113.0040737,401817,135026,2007/04/24 00:00:00+00,Simple Pendant,Active,1,63948,HPS-High Pressure Sodium,30 ft,63948,400,6.3702455,97.2852,0.5091169,2007-04-24 00:00:00+00:00,24,4,2007
22271,13000602,2463.988888,2487.964719,403094,132400,2007/04/30 00:00:00+00,WP Arm with Guy,Active,1,79020DC,LED-Light Emitting Diode,35 ft,79020DC,110,6.0902452,98.22938,0.8049845,2007-04-30 00:00:00+00:00,30,4,2007
22272,36002132,0,49.6184,401079,137638,2007/05/15 00:00:00+00,Simple Pendant,Active,1,52913,HPS-High Pressure Sodium,30 ft,52913,400,5.630245,98.76768,1.609969,2007-05-15 00:00:00+00:00,15,5,2007
22273,14053112,0,51.58,401352,138264,2007/05/13 00:00:00+00,WP Arm with Guy,Active,1,52673DC,HPS-High Pressure Sodium,35 ft,52673DC,400,5.670245,98.975716,2.5959969,2007-05-13 00:00:00+00:00,13,5,2007
22274,14051652,355.2961355,428.6132597,398795,138310,2007/05/22 00:00:00+00,Simple Pendant,Active,1,57287,HPS-High Pressure Sodium,30 ft,57287,250,6.400245,98.101105,2.7416782,2007-05-22 00:00:00+00:00,22,5,2007
22275,14053112A,0,143.9512,399207,138481,2007/05/18 00:00:00+00,Simple Pendant,Active,1,56892,HPS-High Pressure Sodium,30 ft,56892,400,7.4102454,97.79001,2.0991426,2007-05-18 00:00:00+00:00,18,5,2007
22277,13081512,528.7693743,578.7192471,401675,135454,2007/04/23 00:00:00+00,Simple Pendant,Active,1,63823,HPS-High Pressure Sodium,30 ft,63823,250,9.410245,89.85177,3.0758414,2007-04-23 00:00:00+00:00,23,4,2007
22278,13013192,548.9118586,587.8578972,401252,134836,2007/04/30 00:00:00+00,Simple Pendant,Active,1,64380,HPS-High Pressure Sodium,30 ft,64380,400,9.830245,86.44861,3.5455887,2007-04-30 00:00:00+00:00,30,4,2007
22280,14059452,1103.944722,1114.800419,400669,135220,2007/05/03 00:00:00+00,Simple Pendant,Active,1,64802,HPS-High Pressure Sodium,30 ft,64802,400,9.610246,83.615074,3.0758414,2007-05-03 00:00:00+00:00,3,5,2007
22285,14058432,745.097,868.168,401358,134690,2007/04/25 00:00:00+00,Simple Pendant,Active,1,65359,LED-Light Emitting Diode,30 ft,65359,215,3.1902456,99.55466,4.3349743,2007-04-25 00:00:00+00:00,25,4,2007
22286,13031952,0,11.2626,400837,134820,2007/05/03 00:00:00+00,Simple Pendant,Active,1,66101,HPS-High Pressure Sodium,30 ft,66101,400,3.3602452,99.27518,4.68,2007-05-03 00:00:00+00:00,3,5,2007
22287,13081512,398.4909591,528.7693743,401664,135638,2007/04/20 00:00:00+00,Simple Pendant,Active,1,63715,HPS-High Pressure Sodium,30 ft,63715,400,4.6802454,95.7951,6.725354,2007-04-20 00:00:00+00:00,20,4,2007
22288,13000402,4096.625,4147.848,401972,134991,2007/04/24 00:00:00+00,Simple Pendant,Active,1,63938,HPS-High Pressure Sodium,30 ft,63938,400,4.650245,95.52316,5.3999996,2007-04-24 00:00:00+00:00,24,4,2007
22289,13039322,0,18.30665094,401967,135661,2007/04/20 00:00:00+00,Simple Pendant,Active,1,63685,HPS-High Pressure Sodium,30 ft,63685,400,4.5502453,95.51815,5.04,2007-04-20 00:00:00+00:00,20,4,2007
22290,13039322,18.30665094,145.2856819,400896,135479,2007/05/01 00:00:00+00,Regular Alley,Active,2,64507DC,INC-Incandescent,35 ft,64507DC,189,4.5002456,95.3805,5.4477882,2007-05-01 00:00:00+00:00,1,5,2007
22291,13000602,2524.470037,2560.977175,401663,135052,2007/04/24 00:00:00+00,Truss,Active,1,64025,HPS-High Pressure Sodium,30 ft,64025,250,4.7002454,94.58457,6.130579,2007-04-24 00:00:00+00:00,24,4,2007
22292,13013192,587.8578972,621.0223781,401537,135037,2007/04/24 00:00:00+00,Simple Pendant,Active,1,64002,HPS-High Pressure Sodium,30 ft,64002,250,4.790245,93.52495,6.4799995,2007-04-24 00:00:00+00:00,24,4,2007
22294,14059452,1150.881847,1197.928758,400341,135893,2007/05/02 00:00:00+00,Simple Pendant,Active,1,64652,HPS-High Pressure Sodium,30 ft,64652,250,5.8102455,91.37973,8.64,2007-05-02 00:00:00+00:00,2,5,2007
22295,14015662,361.2266169,544.5457431,401058,135522,2007/04/30 00:00:00+00,Simple Pendant,Active,1,64497,HPS-High Pressure Sodium,30 ft,64497,400,6.2402453,90.64709,9.726665,2007-04-30 00:00:00+00:00,30,4,2007
22297,14051652,428.6132597,505.9723,399689,135087,2007/04/27 00:00:00+00,Simple Pendant,Active,1,65616,HPS-High Pressure Sodium,30 ft,65616,250,7.360245,84.79547,10.594036,2007-04-27 00:00:00+00:00,27,4,2007
22298,14015662,544.5457431,579.735688,399931,138640,2007/05/19 00:00:00+00,Simple Pendant,Active,1,57082,HPS-High Pressure Sodium,30 ft,57082,250,7.9102454,81.60202,11.874544,2007-05-19 00:00:00+00:00,19,5,2007
22300,14016962,0,163.057,399124,138716,2007/05/29 00:00:00+00,Simple Pendant,Active,1,55735,HPS-High Pressure Sodium,30 ft,55735,250,8.980246,74.75869,14.707222,2007-05-29 00:00:00+00:00,29,5,2007
22301,14068122,1894.115613,2095.878143,399200,138662,2007/05/18 00:00:00+00,Simple Pendant,Active,1,56888,HPS-High Pressure Sodium,30 ft,56888,400,9.550245,74.44571,14.33234,2007-05-18 00:00:00+00:00,18,5,2007
22303,13013192,621.0223781,654.4393893,400340,138207,2007/05/17 00:00:00+00,Simple Pendant,Active,1,56839,HPS-High Pressure Sodium,30 ft,56839,400,10.0602455,75.00873,17.49615,2007-05-17 00:00:00+00:00,17,5,2007
22304,13000602,2575.397317,2598.366496,399232,138298,2007/05/18 00:00:00+00,Simple Pendant,Active,1,57276,HPS-High Pressure Sodium,30 ft,57276,400,10.200245,78.548965,17.610588,2007-05-18 00:00:00+00:00,18,5,2007
22305,13000302,2571.78955,2618.727273,399237,138229,2007/05/21 00:00:00+00,Truss,Active,1,57213,HPS-High Pressure Sodium,30 ft,57213,400,10.240245,82.32675,18.11841,2007-05-21 00:00:00+00:00,21,5,2007
22306,15081252,7507.862894,7557.85329,401163,139139,2007/05/14 00:00:00+00,WP Arm with Guy,Active,1,51406DC,HPS-High Pressure Sodium,35 ft,51406DC,250,10.200245,84.73022,18.626305,2007-05-14 00:00:00+00:00,14,5,2007
22307,14039392,0,192.4236689,401123,139071,2007/05/14 00:00:00+00,WP Arm with Guy,Active,1,51377DC,LED-Light Emitting Diode,35 ft,51377DC,110,10.330245,85.678825,19.35314,2007-05-14 00:00:00+00:00,14,5,2007
22308,14059452,1197.928758,1244.940635,403254,140578,2007/05/08 00:00:00+00,WP Arm with Guy,Active,1,57525DC,HPS-High Pressure Sodium,35 ft,57525DC,100,10.280245,86.73402,19.35314,2007-05-08 00:00:00+00:00,8,5,2007
22309,13013192,654.4393893,670.2388809,402755,139382,2007/05/09 00:00:00+00,WP Arm with Guy,Active,1,57741DC,HPS-High Pressure Sodium,35 ft,57741DC,250,10.5602455,87.95353,19.602652,2007-05-09 00:00:00+00:00,9,5,2007
22310,13039392,0,119.4611,402584,139904,2007/06/07 00:00:00+00,WP Arm with Guy,Active,1,58099DC,HPS-High Pressure Sodium,35 ft,58099DC,100,10.720245,89.17193,19.61587,2007-06-07 00:00:00+00:00,7,6,2007
22311,13000602,2598.366496,2640.295549,402359,140177,2007/05/10 00:00:00+00,WP Arm with Guy,Active,1,58010DC,HPS-High Pressure Sodium,35 ft,58010DC,150,10.860246,88.28161,15.408671,2007-05-10 00:00:00+00:00,10,5,2007
22312,13056222,816.0344467,891.2331132,402156,139632,2007/06/07 00:00:00+00,WP Arm with Guy,Active,1,58170DC,LED-Light Emitting Diode,35 ft,58170DC,110,10.720245,90.941864,16.992609,2007-06-07 00:00:00+00:00,7,6,2007
22313,14080882,566.9118606,688.934061,402809,140373,2007/05/08 00:00:00+00,WP Arm with Guy,Active,1,57681DC,HPS-High Pressure Sodium,35 ft,57681DC,100,10.720245,91.43554,18.947083,2007-05-08 00:00:00+00:00,8,5,2007
22314,14058432,868.168,1126.466,402409,140233,2007/05/10 00:00:00+00,WP Arm with Guy,Active,1,58007DC,HPS-High Pressure Sodium,35 ft,58007DC,150,10.800245,91.071,19.602652,2007-05-10 00:00:00+00:00,10,5,2007
22315,13081512,341.7883211,398.4909591,402998,140536,2007/05/08 00:00:00+00,Wood pole Truss,Active,1,57696DC,HPS-High Pressure Sodium,35 ft,57696DC,100,10.770246,91.81077,20.364674,2007-05-08 00:00:00+00:00,8,5,2007
22316,15081252,7557.85329,7917.886261,402790,139351,2007/05/09 00:00:00+00,Regular Alley,Active,2,57858DC,HPS-High Pressure Sodium,35 ft,57858DC,70,10.620245,94.76135,20.111729,2007-05-09 00:00:00+00:00,9,5,2007
22317,14039392,192.4236689,326.2075769,401131,140765,2007/05/10 00:00:00+00,WP Arm with Guy,Active,1,55511DC,HPS-High Pressure Sodium,35 ft,55511DC,250,10.610246,94.63317,18.864824,2007-05-10 00:00:00+00:00,10,5,2007
22318,14020472,0,229.1387,401156,141196,2007/05/14 00:00:00+00,Regular Alley,Active,2,55646DC,HPS-High Pressure Sodium,35 ft,55646DC,70,10.620245,94.697495,18.11841,2007-05-14 00:00:00+00:00,14,5,2007
22319,14039392,434.1992854,520.7844,401029,139681,2007/05/01 00:00:00+00,WP Arm with Guy,Active,1,54608DC,HPS-High Pressure Sodium,35 ft,54608DC,100,10.5602455,95.20682,17.377226,2007-05-01 00:00:00+00:00,1,5,2007
22320,14039392,326.2075769,434.1992854,401156,141228,2007/05/14 00:00:00+00,WP Arm with Guy,Active,1,55643DC,HPS-High Pressure Sodium,35 ft,55643DC,100,10.550245,94.63029,16.563911,2007-05-14 00:00:00+00:00,14,5,2007
22321,14059452,1244.940635,1334.226529,400738,140523,2007/05/07 00:00:00+00,WP Decorated Scroll,Active,1,54909DC,HPS-High Pressure Sodium,35 ft,54909DC,400,10.630245,94.63414,15.546833,2007-05-07 00:00:00+00:00,7,5,2007
22322,14058432C,0,23.309,401382,139947,2007/05/02 00:00:00+00,WP Arm with Guy,Active,1,54656DC,INC-Incandescent,35 ft,54656DC,295,11.030245,93.26286,15.546833,2007-05-02 00:00:00+00:00,2,5,2007
22323,13000602,2640.295549,2727.380587,401354,137548,2007/05/16 00:00:00+00,Simple Pendant,Active,1,52953,HPS-High Pressure Sodium,30 ft,52953,250,11.550245,90.942505,14.565548,2007-05-16 00:00:00+00:00,16,5,2007
22324,36005322,0,177.3648607,399993,137693,2007/05/19 00:00:00+00,Simple Pendant,Active,1,54437,HPS-High Pressure Sodium,30 ft,54437,400,11.950245,90.18233,14.264361,2007-05-19 00:00:00+00:00,19,5,2007
22325,13081512,301.4891011,341.7883211,401164,138291,2007/05/17 00:00:00+00,WP Arm with Guy,Active,1,52572DC,HPS-High Pressure Sodium,35 ft,52572DC,400,12.210245,88.9423,13.513193,2007-05-17 00:00:00+00:00,17,5,2007
22326,14058432C,23.309,106.380732,402015,136405,2007/04/13 00:00:00+00,Regular Alley,Active,2,74395,HPS-High Pressure Sodium,28 ft,74395,70,12.410245,86.896194,11.304229,2007-04-13 00:00:00+00:00,13,4,2007
22329,36005302,0,128.7809,401107,138249,2007/05/13 00:00:00+00,WP Arm with Guy,Active,1,52643DC,LED-Light Emitting Diode,35 ft,52643DC,110,11.920245,84.93279,7.2,2007-05-13 00:00:00+00:00,13,5,2007
22330,13081512,246.6248201,301.4891011,401112,138172,2007/05/13 00:00:00+00,WP Arm with Guy,Active,1,52645DC,LED-Light Emitting Diode,35 ft,52645DC,110,11.3102455,88.20442,5.95906,2007-05-13 00:00:00+00:00,13,5,2007
22332,14088872,324.138,468.854,401431,140392,2007/05/08 00:00:00+00,Regular Alley,Active,2,55101DC,HPS-High Pressure Sodium,35 ft,55101DC,150,9.400246,93.61213,4.6938252,2007-05-08 00:00:00+00:00,8,5,2007
22333,14059452,1334.226529,1353.732593,401688,140514,2007/05/07 00:00:00+00,Regular Alley,Active,2,55039DC,HPS-High Pressure Sodium,35 ft,55039DC,70,8.960245,93.586685,4.6938252,2007-05-07 00:00:00+00:00,7,5,2007
22334,14016642,0,350.9812668,400982,139856,2007/05/02 00:00:00+00,WP Arm with Guy,Active,1,54741DC,HPS-High Pressure Sodium,35 ft,54741DC,100,8.640245,93.95377,4.802999,2007-05-02 00:00:00+00:00,2,5,2007
22335,14080882,688.934061,888.4445,401300,139876,2007/05/02 00:00:00+00,WP Arm with Guy,Active,1,54732DC,HPS-High Pressure Sodium,35 ft,54732DC,100,8.280246,93.6754,5.4119864,2007-05-02 00:00:00+00:00,2,5,2007
22336,13056222,948.3273193,992.6808337,400785,140072,2007/05/03 00:00:00+00,WP Arm with Guy,Active,1,54837DC,HPS-High Pressure Sodium,35 ft,54837DC,250,7.7202454,93.96636,4.3349743,2007-05-03 00:00:00+00:00,3,5,2007
22337,15048451,0,2089.94654,400660,140284,2007/05/01 00:00:00+00,WP Arm with Guy,Active,1,54528DC,HPS-High Pressure Sodium,35 ft,54528DC,250,7.1402454,94.98118,5.0528407,2007-05-01 00:00:00+00:00,1,5,2007
22338,14009892,0,46.296525,400784,140960,2007/05/01 00:00:00+00,WP Decorated Scroll,Active,1,54552DC,HPS-High Pressure Sodium,35 ft,54552DC,400,6.860245,95.42991,5.0528407,2007-05-01 00:00:00+00:00,1,5,2007
