,ROUTEID,FROMMEASURE,TOMEASURE,XCOORD,YCOORD,ADDTOGIS,ARMSTYLE_DESC,ASSETSTATUS_DESC,ASSETTYPE,FACILITYID,LIGHTTYPE_DESC,POLEHEIGHT_DESC,STREETLIGHTID,WATTAGE1,MAXTEMP,HUMIDITY,WINDSPEED,date_timestamp,day,month,year
22077,13017482,102.6203391,155.3529811,401235,141466,2007/05/10 00:00:00+00,WP Arm with Guy,Active,1,55475DC,HPS-High Pressure Sodium,35 ft,55475DC,150,9.950245,89.22521,8.707238,2007-05-10 00:00:00+00:00,10,5,2007
22078,13000102,2550.558149,2663.728311,401599,140403,2007/05/08 00:00:00+00,Regular Alley,Active,2,55097DC,HPS-High Pressure Sodium,35 ft,55097DC,70,9.940246,88.92019,8.12197,2007-05-08 00:00:00+00:00,8,5,2007
22079,13017482,0,56.09211583,401984,140466,2007/05/07 00:00:00+00,WP Arm with Guy,Active,1,55004DC,INC-Incandescent,35 ft,55004DC,295,10.3102455,87.74949,7.342588,2007-05-07 00:00:00+00:00,7,5,2007
22080,13017482,56.09211583,102.6203391,401026,139153,2007/05/14 00:00:00+00,WP Arm with Guy,Active,1,51372DC,LED-Light Emitting Diode,35 ft,51372DC,110,11.000245,85.4629,6.489992,2007-05-14 00:00:00+00:00,14,5,2007
22081,15081252,6795.2101,6846.292017,401221,139240,2007/05/14 00:00:00+00,WP Arm with Guy,Active,1,51361DC,HPS-High Pressure Sodium,35 ft,51361DC,250,10.950245,86.56885,7.628263,2007-05-14 00:00:00+00:00,14,5,2007
22082,13046942,29.59815137,55.28313855,398508,138299,2007/05/22 00:00:00+00,Simple Pendant,Active,1,57297,HPS-High Pressure Sodium,30 ft,57297,250,11.100245,88.72368,9.686609,2007-05-22 00:00:00+00:00,22,5,2007
22083,15048451,2370.112571,2929.42053,398677,138295,2007/05/22 00:00:00+00,Simple Pendant,Active,1,57301,HPS-High Pressure Sodium,30 ft,57301,250,11.510245,91.92292,12.245293,2007-05-22 00:00:00+00:00,22,5,2007
22084,14059452,489.8421108,530.9712194,398527,138220,2007/05/18 00:00:00+00,Simple Pendant,Active,1,56950,HPS-High Pressure Sodium,30 ft,56950,250,11.290245,94.03244,11.753877,2007-05-18 00:00:00+00:00,18,5,2007
22085,14060012,1237.593766,1427.7732,398450,138511,2007/05/18 00:00:00+00,Truss,Active,1,56957,HPS-High Pressure Sodium,30 ft,56957,400,11.070246,94.021034,12.10157,2007-05-18 00:00:00+00:00,18,5,2007
22086,14022202,2599.428943,2647.3438,401309,139210,2007/05/14 00:00:00+00,Regular Alley,Active,2,51427DC,HPS-High Pressure Sodium,35 ft,51427DC,70,10.920245,94.64795,14.186923,2007-05-14 00:00:00+00:00,14,5,2007
22087,13017482,155.354,335.3796042,399788,138640,2007/05/19 00:00:00+00,Simple Pendant,Active,1,57087,HPS-High Pressure Sodium,30 ft,57087,250,10.940246,92.756226,14.480773,2007-05-19 00:00:00+00:00,19,5,2007
22088,13000602,1894.722501,1942.851441,402332,139502,2007/06/08 00:00:00+00,WP Arm with Guy,Active,1,58313DC,LED-Light Emitting Diode,35 ft,58313DC,60,10.880245,91.446976,14.689588,2007-06-08 00:00:00+00:00,8,6,2007
22089,13017482,335.3796042,527.023396,402346,140139,2007/05/10 00:00:00+00,WP Arm with Guy,Active,1,58020DC,HPS-High Pressure Sodium,35 ft,58020DC,150,11.190246,86.53553,15.1884165,2007-05-10 00:00:00+00:00,10,5,2007
22090,13000402,3472.392,3520.534,402506,140043,2007/06/07 00:00:00+00,WP Arm with Guy,Active,1,58044DC,HPS-High Pressure Sodium,35 ft,58044DC,150,11.230246,85.37292,16.375053,2007-06-07 00:00:00+00:00,7,6,2007
22091,13017482,527.023396,738.4473,403129,140627,2007/05/08 00:00:00+00,Wood pole Truss,Active,1,57553DC,HPS-High Pressure Sodium,35 ft,57553DC,100,10.930245,85.33866,16.179987,2007-05-08 00:00:00+00:00,8,5,2007
22092,13046942,55.28313855,96.85872375,401959,138831,2007/06/11 00:00:00+00,Simple Pendant,Active,1,58417,HPS-High Pressure Sodium,30 ft,58417,250,10.840245,84.46004,17.072504,2007-06-11 00:00:00+00:00,11,6,2007
22093,13013262,54.17251591,127.8189803,402199,139603,2007/06/08 00:00:00+00,Regular Alley,Active,2,58172DC,HPS-High Pressure Sodium,35 ft,58172DC,70,10.270246,85.08757,15.509274,2007-06-08 00:00:00+00:00,8,6,2007
22094,13046942,96.85872375,285.8892578,401960,139988,2007/06/07 00:00:00+00,Wood pole Truss,Active,1,58142DC,LED-Light Emitting Diode,35 ft,58142DC,110,9.530245,87.01193,13.627795,2007-06-07 00:00:00+00:00,7,6,2007
22095,14017482,0,102.8125412,403303,138972,2007/05/09 00:00:00+00,Wood pole Truss,Active,1,57782DC,HPS-High Pressure Sodium,35 ft,57782DC,250,9.0602455,86.007225,10.483357,2007-05-09 00:00:00+00:00,9,5,2007
22096,14081312,182.961712,292.3033582,403180,139957,2007/06/06 00:00:00+00,Wood pole Truss,Active,1,58370DC,HPS-High Pressure Sodium,35 ft,58370DC,100,8.290245,87.54526,9.9571085,2007-06-06 00:00:00+00:00,6,6,2007
22098,14068122,1277.959823,1393.012167,402054,138834,2007/06/11 00:00:00+00,Simple Pendant,Active,1,58420,HPS-High Pressure Sodium,30 ft,58420,400,6.730245,87.38107,6.696387,2007-06-11 00:00:00+00:00,11,6,2007
22099,15081252,6846.292017,6908.000176,403302,139356,2007/05/09 00:00:00+00,Regular Alley,Active,2,57877DC,HPS-High Pressure Sodium,35 ft,57877DC,70,5.8402452,88.84109,8.854829,2007-05-09 00:00:00+00:00,9,5,2007
22100,13081512,1297.050256,1331.984743,403277,139329,2007/05/09 00:00:00+00,Regular Alley,Active,2,57876DC,HPS-High Pressure Sodium,35 ft,57876DC,70,5.8302455,89.91241,6.489992,2007-05-09 00:00:00+00:00,9,5,2007
22101,14020972,0,238.5616,402926,138994,2007/05/09 00:00:00+00,Wood pole Truss,Active,1,57773DC,HPS-High Pressure Sodium,35 ft,57773DC,250,5.3702455,91.66771,4.2136917,2007-05-09 00:00:00+00:00,9,5,2007
22102,13000602,1942.851441,1992.023598,402610,139079,2007/05/09 00:00:00+00,WP Arm with Guy,Active,1,57763DC,HPS-High Pressure Sodium,35 ft,57763DC,250,5.2402453,92.11217,3.6179552,2007-05-09 00:00:00+00:00,9,5,2007
22103,13000402,3520.534,3569.683,402542,139052,2007/05/09 00:00:00+00,Simple WP,Active,1,57752DC,HPS-High Pressure Sodium,35 ft,57752DC,250,5.150245,91.97521,2.9024127,2007-05-09 00:00:00+00:00,9,5,2007
22104,14060012,1086.741115,1237.593766,402713,139317,2007/05/09 00:00:00+00,WP Arm with Guy,Active,1,57743DC,HPS-High Pressure Sodium,35 ft,57743DC,250,4.650245,92.85501,3.2599385,2007-05-09 00:00:00+00:00,9,5,2007
22105,13013262,0,54.17251591,402245,137164,2007/05/15 00:00:00+00,Simple Pendant,Active,1,59411,HPS-High Pressure Sodium,30 ft,59411,400,4.8402452,92.21261,2.968636,2007-05-15 00:00:00+00:00,15,5,2007
22106,14017482,102.8125412,282.123,402187,137182,2007/05/15 00:00:00+00,Simple Pendant,Active,1,59397,HPS-High Pressure Sodium,30 ft,59397,400,5.710245,90.47434,3.5455887,2007-05-15 00:00:00+00:00,15,5,2007
22107,14059452,566.0139497,672.9627393,398757,139113,2007/05/01 00:00:00+00,Regular Alley,Active,2,53148,LED-Light Emitting Diode,28 ft,53148,75,6.9502454,85.70337,3.96,2007-05-01 00:00:00+00:00,1,5,2007
22108,13081512,1235.286626,1297.050256,401571,136407,2007/04/23 00:00:00+00,Simple Pendant,Active,1,62992,HPS-High Pressure Sodium,30 ft,62992,250,7.960245,81.55204,4.8433046,2007-04-23 00:00:00+00:00,23,4,2007
22109,14013372A,0,94.849,401968,136466,2007/04/26 00:00:00+00,Simple Pendant,Active,1,63490,HPS-High Pressure Sodium,30 ft,63490,250,8.450246,77.2276,5.4833565,2007-04-26 00:00:00+00:00,26,4,2007
22110,14028262,0,313.3319,401524,136024,2007/04/27 00:00:00+00,Simple Pendant,Active,1,63529,HPS-High Pressure Sodium,30 ft,63529,250,8.690246,75.44485,5.0911684,2007-04-27 00:00:00+00:00,27,4,2007
22111,14060012,989.2105059,1086.741115,401221,136509,2007/04/20 00:00:00+00,Regular Alley,Active,2,62604,LED-Light Emitting Diode,28 ft,62604,75,8.510245,77.61853,2.2768397,2007-04-20 00:00:00+00:00,20,4,2007
22112,13056222,189.4239659,816.0344467,401660,136025,2007/04/23 00:00:00+00,Simple Pendant,Active,1,62946,LED-Light Emitting Diode,28 ft,62946,215,8.330246,78.19037,3.096837,2007-04-23 00:00:00+00:00,23,4,2007
22114,13022552,493.2746424,533.7661589,401008,134578,2007/05/03 00:00:00+00,Simple Pendant,Active,1,66128,LED-Light Emitting Diode,30 ft,66128,215,5.5602455,91.5533,6.638072,2007-05-03 00:00:00+00:00,3,5,2007
22115,13022552,155.5032,335.2625622,400711,136320,2007/04/24 00:00:00+00,Simple Pendant,Active,1,63079,HPS-High Pressure Sodium,30 ft,63079,250,3.9702454,94.20633,5.4477882,2007-04-24 00:00:00+00:00,24,4,2007
22116,13000702,2178.2835,2529.3901,402002,136632,2007/04/26 00:00:00+00,Simple Pendant,Active,1,63493,HPS-High Pressure Sodium,30 ft,63493,250,3.4902453,95.87361,5.0911684,2007-04-26 00:00:00+00:00,26,4,2007
22118,13000602,1992.023598,2100.252512,400681,136397,2007/04/25 00:00:00+00,Regular Alley,Active,2,63290,LED-Light Emitting Diode,28 ft,63290,75,3.1602454,93.28201,4.802999,2007-04-25 00:00:00+00:00,25,4,2007
22119,13022552,335.2625622,408.3361235,401930,136149,2007/04/26 00:00:00+00,Truss,Active,1,63450,HPS-High Pressure Sodium,30 ft,63450,400,2.6702452,94.66857,5.04,2007-04-26 00:00:00+00:00,26,4,2007
22120,13000402,3569.683,3598.34,399461,138894,2007/05/09 00:00:00+00,Simple Pendant,Active,1,56366,HPS-High Pressure Sodium,30 ft,56366,250,2.8302455,93.25894,5.771239,2007-05-09 00:00:00+00:00,9,5,2007
22121,13022552,726.3122756,755.9110761,402603,140240,2007/05/08 00:00:00+00,WP Arm with Guy,Active,1,57706DC,HPS-High Pressure Sodium,35 ft,57706DC,100,2.8102455,93.79603,6.162207,2007-05-08 00:00:00+00:00,8,5,2007
22123,13022552,802.4500008,974.4630812,401245,135782,2007/04/22 00:00:00+00,Simple Pendant,Active,1,62838,HPS-High Pressure Sodium,30 ft,62838,400,4.2902455,92.36817,7.69592,2007-04-22 00:00:00+00:00,22,4,2007
22124,13022552,755.9110761,802.4500008,401009,139520,2007/07/17 00:00:00+00,WP Arm with Guy,Active,1,55712DC,HPS-High Pressure Sodium,35 ft,55712DC,400,4.0102453,92.611115,8.049845,2007-07-17 00:00:00+00:00,17,7,2007
22125,13000802,2186.335,2275.494,401656,141163,2007/07/17 00:00:00+00,WP Arm with Guy,Active,1,55335DC,HPS-High Pressure Sodium,35 ft,55335DC,100,3.3702455,92.76312,7.69592,2007-07-17 00:00:00+00:00,17,7,2007
22126,13013192,0,63.26420057,401058,141253,2007/07/17 00:00:00+00,Regular Alley,Active,2,55638DC,HPS-High Pressure Sodium,35 ft,55638DC,70,3.4202452,91.44537,8.12197,2007-07-17 00:00:00+00:00,17,7,2007
22127,13022552,408.3361235,493.2746424,400610,140039,2007/07/17 00:00:00+00,Regular Alley,Active,2,56556DC,HPS-High Pressure Sodium,35 ft,56556DC,150,3.2202454,90.96951,7.771331,2007-07-17 00:00:00+00:00,17,7,2007
22128,13022552,0,59.33078708,400563,140339,2007/07/17 00:00:00+00,WP Arm with Guy,Active,1,56232DC,HPS-High Pressure Sodium,35 ft,56232DC,250,3.4202452,90.27037,7.771331,2007-07-17 00:00:00+00:00,17,7,2007
22130,15081252,6908.000176,7063.860277,400497,136779,2007/04/30 00:00:00+00,Simple Pendant,Active,1,62157,HPS-High Pressure Sodium,30 ft,62157,250,4.980245,86.385414,8.905908,2007-04-30 00:00:00+00:00,30,4,2007
22131,13022552,102.6930183,155.5021594,400551,137177,2007/04/29 00:00:00+00,Simple Pendant,Active,1,62077,HPS-High Pressure Sodium,30 ft,62077,400,6.520245,84.094185,9.178235,2007-04-29 00:00:00+00:00,29,4,2007
22132,13000102,2663.728311,2819.670194,400338,137194,2007/04/28 00:00:00+00,Simple Pendant,Active,1,61764,HPS-High Pressure Sodium,30 ft,61764,400,8.000245,78.74328,10.464798,2007-04-28 00:00:00+00:00,28,4,2007
22133,13022552,59.33078708,102.6930183,400307,136660,2012/01/12 00:00:00+00,Regular Alley,Active,2,61839DC,LED-Light Emitting Diode,35 ft,61839DC,75,9.280245,72.28321,11.165805,2012-01-12 00:00:00+00:00,12,1,2012
22134,14013372,0,150.9705,400328,137173,2007/04/27 00:00:00+00,Simple Pendant,Active,1,61765,HPS-High Pressure Sodium,30 ft,61765,400,10.200245,70.46479,10.495713,2007-04-27 00:00:00+00:00,27,4,2007
22136,14060012,897.378437,989.2105059,399735,136548,2007/04/25 00:00:00+00,Regular Alley,Active,2,61415,HPS-High Pressure Sodium,28 ft,61415,70,10.120245,66.03104,9.36,2007-04-25 00:00:00+00:00,25,4,2007
22137,13000402,3598.34,3677.158,398939,137700,2007/05/19 00:00:00+00,Simple Pendant,Active,1,57147,HPS-High Pressure Sodium,30 ft,57147,400,9.200245,66.95211,9.346143,2007-05-19 00:00:00+00:00,19,5,2007
22138,14022552,125.8773959,437.20843,401088,139240,2007/05/14 00:00:00+00,WP Arm with Guy,Active,1,51365DC,HPS-High Pressure Sodium,35 ft,51365DC,250,8.910245,67.55626,9.565437,2007-05-14 00:00:00+00:00,14,5,2007
22139,36005062,0,61.9603,401156,139077,2007/05/14 00:00:00+00,WP Arm with Guy,Active,1,51423DC,HPS-High Pressure Sodium,35 ft,51423DC,150,9.220245,66.38797,10.137692,2007-05-14 00:00:00+00:00,14,5,2007
22140,14068122,1393.012167,1445.392762,399740,138990,2007/05/29 00:00:00+00,Simple Pendant,Active,1,55747,HPS-High Pressure Sodium,30 ft,55747,400,9.050245,66.06601,10.948973,2007-05-29 00:00:00+00:00,29,5,2007
22142,13081512,1058.049869,1181.976541,400256,138193,2007/05/17 00:00:00+00,Simple Pendant,Active,1,56769,HPS-High Pressure Sodium,30 ft,56769,400,9.250245,65.084694,10.446206,2007-05-17 00:00:00+00:00,17,5,2007
22143,13013192,63.26420057,352.3586279,402994,140172,2007/05/08 00:00:00+00,Wood pole Truss,Active,1,57622DC,HPS-High Pressure Sodium,35 ft,57622DC,100,8.860246,62.750797,11.367109,2007-05-08 00:00:00+00:00,8,5,2007
22144,14022552,437.20843,551.6874966,402910,140225,2007/05/10 00:00:00+00,Wood pole Truss,Active,1,57979DC,HPS-High Pressure Sodium,35 ft,57979DC,100,9.280245,62.31663,10.805999,2007-05-10 00:00:00+00:00,10,5,2007
22145,14059452,672.9627393,768.2058976,402760,139004,2007/05/09 00:00:00+00,Wood pole Truss,Active,1,57768DC,HPS-High Pressure Sodium,35 ft,57768DC,250,10.070246,60.452072,11.720751,2007-05-09 00:00:00+00:00,9,5,2007
22146,14022552,551.6874966,724.4735627,402213,139750,2007/06/07 00:00:00+00,WP Arm with Guy,Active,1,58112DC,LED-Light Emitting Diode,35 ft,58112DC,110,10.480246,61.90529,12.43434,2007-06-07 00:00:00+00:00,7,6,2007
22147,13000802,2275.494,2295.551,402504,139117,2007/06/11 00:00:00+00,WP Arm with Guy,Active,1,58438DC,HPS-High Pressure Sodium,35 ft,58438DC,250,11.480246,61.498043,14.336861,2007-06-11 00:00:00+00:00,11,6,2007
22148,14022552,724.4735627,810.3200192,401958,139394,2007/06/07 00:00:00+00,WP Arm with Guy,Active,1,58345DC,HPS-High Pressure Sodium,35 ft,58345DC,100,11.870245,64.23978,15.2947035,2007-06-07 00:00:00+00:00,7,6,2007
22149,14022552,810.3200192,849.4519,402055,139751,2007/06/07 00:00:00+00,WP Arm with Guy,Active,1,58117DC,LED-Light Emitting Diode,35 ft,58117DC,110,12.280245,64.74028,15.7908325,2007-06-07 00:00:00+00:00,7,6,2007
22150,14058432,0,58.068,402874,140302,2007/05/08 00:00:00+00,Wood pole Truss,Active,1,57629DC,HPS-High Pressure Sodium,35 ft,57629DC,100,12.230246,63.921604,17.25373,2007-05-08 00:00:00+00:00,8,5,2007
22151,14068122,1445.392762,1894.115613,402057,139305,2007/06/07 00:00:00+00,WP Arm with Guy,Active,1,58286DC,LED-Light Emitting Diode,35 ft,58286DC,110,12.220245,63.963852,18.86139,2007-06-07 00:00:00+00:00,7,6,2007
22152,14011162,0,40.63643348,402781,140129,2007/05/10 00:00:00+00,Wood pole Truss,Active,1,57973DC,HPS-High Pressure Sodium,35 ft,57973DC,100,12.590245,63.473923,19.33639,2007-05-10 00:00:00+00:00,10,5,2007
22153,13000402,3677.158,3758.747,401537,136156,2007/04/21 00:00:00+00,Simple Pendant,Active,1,62689,HPS-High Pressure Sodium,30 ft,62689,400,12.860246,63.05387,18.58451,2007-04-21 00:00:00+00:00,21,4,2007
22154,13000602,2100.252512,2147.44025,401548,136198,2007/04/21 00:00:00+00,Simple Pendant,Active,1,62688,HPS-High Pressure Sodium,30 ft,62688,100,13.120245,63.159523,18.581022,2007-04-21 00:00:00+00:00,21,4,2007
22155,14058432,58.068,104.854,401548,136260,2007/04/21 00:00:00+00,Simple Pendant,Active,1,62686,HPS-High Pressure Sodium,30 ft,62686,100,13.290245,66.057304,18.391737,2007-04-21 00:00:00+00:00,21,4,2007
22156,14051652,0,53.3950876,401547,136359,2007/04/21 00:00:00+00,Simple Pendant,Active,1,62684,HPS-High Pressure Sodium,30 ft,62684,100,12.950245,68.39008,19.083395,2007-04-21 00:00:00+00:00,21,4,2007
22160,14020462,24.28227998,55.2502,401114,136823,2007/06/07 00:00:00+00,Regular Alley,Active,2,62416DC,HPS-High Pressure Sodium,35 ft,62416DC,150,12.590245,70.17408,14.113652,2007-06-07 00:00:00+00:00,7,6,2007
22161,13000602,2147.44025,2247.29463,401021,136795,2007/06/07 00:00:00+00,Simple Pendant,Active,1,62410,LED-Light Emitting Diode,30 ft,62410,215,11.780245,79.12169,12.387348,2007-06-07 00:00:00+00:00,7,6,2007
22162,14027232,377.3382141,426.5706,401020,136856,2007/06/07 00:00:00+00,Simple Pendant,Active,1,62408,LED-Light Emitting Diode,30 ft,62408,215,11.3102455,83.77258,10.990322,2007-06-07 00:00:00+00:00,7,6,2007
22165,13027232,0,47.51655931,403118,140541,2007/05/08 00:00:00+00,WP Arm with Guy,Active,1,57593DC,HPS-High Pressure Sodium,35 ft,57593DC,100,10.140245,90.15863,9.983106,2007-05-08 00:00:00+00:00,8,5,2007
22166,14027232,0,89.4545561,400541,142096,2007/05/08 00:00:00+00,Regular Alley,Active,2,51049DC,LED-Light Emitting Diode,35 ft,51049DC,75,9.820246,89.82517,10.028439,2007-05-08 00:00:00+00:00,8,5,2007
22167,15081252,7063.860277,7259.942175,400549,142149,2007/05/08 00:00:00+00,WP Arm with Guy,Active,1,51034DC,HPS-High Pressure Sodium,35 ft,51034DC,100,9.710245,90.86475,10.703569,2007-05-08 00:00:00+00:00,8,5,2007
22168,14027232,89.4545561,377.3382141,402953,140938,2007/05/10 00:00:00+00,Regular Alley,Active,2,52407DC,HPS-High Pressure Sodium,35 ft,52407DC,70,9.360246,90.0324,7.7879906,2007-05-10 00:00:00+00:00,10,5,2007
22169,13000102,2819.670194,3014.699576,402165,141421,2007/04/30 00:00:00+00,Wood pole Truss,Active,1,51610DC,HPS-High Pressure Sodium,35 ft,51610DC,100,8.930245,88.88826,7.9036193,2007-04-30 00:00:00+00:00,30,4,2007
22170,13027232,117.7166577,156.0379,402055,141709,2007/05/02 00:00:00+00,WP Arm with Guy,Active,1,51959DC,HPS-High Pressure Sodium,35 ft,51959DC,100,8.340245,90.44402,8.557102,2007-05-02 00:00:00+00:00,2,5,2007
22171,14081312,292.3044,336.2916871,401713,141386,2007/05/09 00:00:00+00,WP Arm with Guy,Active,1,52307DC,HPS-High Pressure Sodium,35 ft,52307DC,150,7.770245,91.65856,8.4042845,2007-05-09 00:00:00+00:00,9,5,2007
22172,13027232,82.20616954,117.7166577,402155,141638,2007/04/30 00:00:00+00,WP Arm with Guy,Active,1,51619DC,HPS-High Pressure Sodium,35 ft,51619DC,100,7.3402452,93.10146,7.9526596,2007-04-30 00:00:00+00:00,30,4,2007
22173,13027232,47.51655931,82.20616954,401810,141420,2007/05/02 00:00:00+00,WP Arm with Guy,Active,1,51989DC,HPS-High Pressure Sodium,35 ft,51989DC,150,7.2402453,92.579185,8.825508,2007-05-02 00:00:00+00:00,2,5,2007
22174,13042772,344.915,540.3896513,402884,140653,2007/05/10 00:00:00+00,WP Arm with Guy,Active,1,52470DC,HPS-High Pressure Sodium,35 ft,52470DC,400,6.520245,93.63452,8.654986,2007-05-10 00:00:00+00:00,10,5,2007
22175,13081512,987.3284385,1023.619854,402889,140795,2007/05/01 00:00:00+00,WP Arm with Guy,Active,1,51729DC,HPS-High Pressure Sodium,35 ft,51729DC,100,5.7002454,95.50757,7.42159,2007-05-01 00:00:00+00:00,1,5,2007
22176,14086962,0,42.33666736,401966,140981,2007/05/10 00:00:00+00,WP Arm with Guy,Active,1,52435DC,HPS-High Pressure Sodium,35 ft,52435DC,250,4.880245,96.55064,7.653705,2007-05-10 00:00:00+00:00,10,5,2007
22177,14051652,53.3950876,173.9354335,402055,141743,2007/05/02 00:00:00+00,WP Arm with Guy,Active,1,51960DC,HPS-High Pressure Sodium,35 ft,51960DC,100,4.3902454,96.94071,7.386582,2007-05-02 00:00:00+00:00,2,5,2007
22178,14020462,0,24.28227998,402053,141670,2007/04/30 00:00:00+00,WP Arm with Guy,Active,1,51630DC,HPS-High Pressure Sodium,35 ft,51630DC,100,5.790245,93.720535,8.913181,2007-04-30 00:00:00+00:00,30,4,2007
22179,14086962A,0,147.9806,402528,140795,2007/05/01 00:00:00+00,WP Arm with Guy,Active,1,51717DC,HPS-High Pressure Sodium,35 ft,51717DC,100,7.0702453,91.79751,8.587338,2007-05-01 00:00:00+00:00,1,5,2007
22180,13081512,773.0014848,987.3284385,399885,135283,2007/04/27 00:00:00+00,Simple Pendant,Active,1,65648,HPS-High Pressure Sodium,30 ft,65648,400,7.920245,89.7224,10.587917,2007-04-27 00:00:00+00:00,27,4,2007
22181,13000402,3758.747,3768.373,399940,135051,2007/04/27 00:00:00+00,Simple Pendant,Active,1,65590,HPS-High Pressure Sodium,30 ft,65590,400,8.760245,88.018074,10.966713,2007-04-27 00:00:00+00:00,27,4,2007
22182,14058432,217.808,306.221,399556,134825,2007/04/27 00:00:00+00,Simple Pendant,Active,1,65559,HPS-High Pressure Sodium,30 ft,65559,400,8.700245,90.10057,12.72283,2007-04-27 00:00:00+00:00,27,4,2007
22183,13000402,3768.373,3830.64,400548,137335,2007/04/29 00:00:00+00,Simple Pendant,Active,1,62032,HPS-High Pressure Sodium,30 ft,62032,400,9.130245,88.60162,14.345898,2007-04-29 00:00:00+00:00,29,4,2007
22184,36002142,0,73.2012683,399945,137649,2007/04/25 00:00:00+00,Simple Pendant,Active,1,61425,HPS-High Pressure Sodium,30 ft,61425,400,10.130245,85.891136,16.343367,2007-04-25 00:00:00+00:00,25,4,2007
22185,14081312,336.2916871,380.6157461,399910,137009,2007/04/26 00:00:00+00,Regular Alley,Active,2,61528,LED-Light Emitting Diode,28 ft,61528,75,11.250245,83.936325,16.563911,2007-04-26 00:00:00+00:00,26,4,2007
22187,14080882,84.29889598,153.5344757,400206,135249,2007/04/25 00:00:00+00,Simple Pendant,Active,1,65423,LED-Light Emitting Diode,30 ft,65423,215,12.770246,84.06476,19.0392,2007-04-25 00:00:00+00:00,25,4,2007
22190,14015662,0,159.2756146,400782,134994,2007/04/25 00:00:00+00,Simple Pendant,Active,1,65342,HPS-High Pressure Sodium,30 ft,65342,400,13.8102455,82.795715,21.26744,2007-04-25 00:00:00+00:00,25,4,2007
22191,14058432,306.221,383.23,400338,135086,2007/04/30 00:00:00+00,Simple Pendant,Active,1,65723,HPS-High Pressure Sodium,30 ft,65723,400,14.160245,79.64004,17.068707,2007-04-30 00:00:00+00:00,30,4,2007
22193,14027432,0,224.3910497,401694,134449,2007/05/04 00:00:00+00,Truss,Active,1,66245,LED-Light Emitting Diode,40 ft,66245,215,15.210245,74.99945,20.883102,2007-05-04 00:00:00+00:00,4,5,2007
22194,14059452,857.0560607,962.0762239,400222,135085,2007/04/30 00:00:00+00,Simple Pendant,Active,1,65800,HPS-High Pressure Sodium,30 ft,65800,400,15.270246,73.07697,17.414474,2007-04-30 00:00:00+00:00,30,4,2007
22196,14081312,380.6157461,433.4403442,400408,139722,2007/05/10 00:00:00+00,WP Arm with Guy,Active,1,56473DC,HPS-High Pressure Sodium,35 ft,56473DC,250,14.840245,74.33438,11.720751,2007-05-10 00:00:00+00:00,10,5,2007
22198,13000402,3830.64,3881.883,400094,139056,2007/05/09 00:00:00+00,Simple Pendant,Active,1,56407,HPS-High Pressure Sodium,28 ft,56407,250,13.920245,79.92564,11.966953,2007-05-09 00:00:00+00:00,9,5,2007
22200,13056352,0,115.4437199,401165,134666,2007/05/03 00:00:00+00,Simple Pendant,Active,1,66158,HPS-High Pressure Sodium,30 ft,66158,400,12.970245,82.188965,11.165805,2007-05-03 00:00:00+00:00,3,5,2007
22201,14014692,211.0551822,276.206779,400943,134550,2007/05/03 00:00:00+00,Simple Pendant,Active,1,66130,LED-Light Emitting Diode,30 ft,66130,215,12.530245,83.47145,10.105681,2007-05-03 00:00:00+00:00,3,5,2007
22204,14014692,0,162.506024,399225,137140,2007/04/19 00:00:00+00,Simple Pendant,Active,1,60040,HPS-High Pressure Sodium,30 ft,60040,400,16.620245,69.614914,10.495713,2007-04-19 00:00:00+00:00,19,4,2007
22205,14014692,162.506024,211.0551822,400282,136141,2007/04/24 00:00:00+00,Regular Alley,Active,2,63102DC,HPS-High Pressure Sodium,35 ft,63102DC,100,16.970245,68.992256,9.779817,2007-04-24 00:00:00+00:00,24,4,2007
22206,14086102A,0,96.0797,400725,134684,2007/05/03 00:00:00+00,Simple Pendant,Active,1,66063,HPS-High Pressure Sodium,30 ft,66063,400,16.970245,69.917,9.007196,2007-05-03 00:00:00+00:00,3,5,2007
22208,14051652,173.9354335,259.5758758,399817,137670,2007/04/30 00:00:00+00,Simple Pendant,Active,1,62276,HPS-High Pressure Sodium,30 ft,62276,400,15.720245,74.48939,7.2805495,2007-04-30 00:00:00+00:00,30,4,2007
22212,13013192,352.3586279,405.0722419,401548,136057,2007/04/21 00:00:00+00,Simple Pendant,Active,1,62692,HPS-High Pressure Sodium,30 ft,62692,250,13.410245,79.4223,6.5693827,2007-04-21 00:00:00+00:00,21,4,2007
22213,13000302,2280.069585,2386.996138,400469,136426,2007/04/30 00:00:00+00,Simple Pendant,Active,1,62221,HPS-High Pressure Sodium,30 ft,62221,400,12.940246,80.106064,6.519877,2007-04-30 00:00:00+00:00,30,4,2007
22214,13000402,3881.883,4057.848,400327,136867,2007/04/27 00:00:00+00,Simple Pendant,Active,1,61774,HPS-High Pressure Sodium,30 ft,61774,250,12.350245,81.49753,6.849467,2007-04-27 00:00:00+00:00,27,4,2007
22215,13027432,0,110.1202969,399944,136623,2007/04/25 00:00:00+00,Simple Pendant,Active,1,61453,HPS-High Pressure Sodium,30 ft,61453,400,12.340245,80.78157,6.849467,2007-04-25 00:00:00+00:00,25,4,2007
22216,13000602,2306.974531,2338.307078,400681,137112,2007/04/30 00:00:00+00,Regular Alley,Active,2,62095,LED-Light Emitting Diode,28 ft,62095,75,12.270246,80.88123,9.007196,2007-04-30 00:00:00+00:00,30,4,2007
